"signatureID","GeneID","coefficients","Pvals"
"CMAP_1023",10278,0.0381523,0.706526091876967
"CMAP_1023",10279,0.401994,0.14231458652199
"CMAP_1023",1028,1.16919,6.91039047404296e-05
"CMAP_1023",10280,-0.273782,0.0668027994446677
"CMAP_1023",10281,-0.0658953,0.548926120627709
"CMAP_1023",10282,0.206347,0.0931745360017503
"CMAP_1023",10284,-0.24006,0.0280574233972481
"CMAP_1023",10285,0.284323,0.0644781919801783
"CMAP_1023",10286,0.128645,0.242240691410974
"CMAP_1023",10287,-0.229345,0.0192139317993072
"CMAP_1023",10288,0.227003,0.331528536926348
"CMAP_1023",10289,0.125144,0.214625680809424
"CMAP_1023",1029,0.393893,0.20030496655817
"CMAP_1023",10291,-0.0913501,0.292114758632102
"CMAP_1023",10293,-0.285343,0.106454579814364
"CMAP_1023",10294,0.00703344,0.971599987008175
"CMAP_1023",10295,-0.0763371,0.688065686392084
"CMAP_1023",10296,-0.0867267,0.500121162662666
"CMAP_1023",10297,-0.0166777,0.885226124362943
"CMAP_1023",10298,0.103223,0.23097471723675
"CMAP_1023",10299,0.120694,0.277550803573308
"CMAP_1023",103,-0.333365,0.00225639449681136
"CMAP_1023",1030,0.212286,0.152253800103556
"CMAP_1023",10300,-0.0367271,0.759211633906254
"CMAP_1023",10301,-0.541044,0.000201270365929104
"CMAP_1023",10302,0.132993,0.495816720152079
"CMAP_1023",10307,0.0283119,0.795452589629159
"CMAP_1023",10308,0.21515,0.234317128850994
"CMAP_1023",10309,0.0565536,0.604269624316305
"CMAP_1023",1031,-0.423827,0.116524397853101
"CMAP_1023",10311,0.308436,0.068913309212946
"CMAP_1023",10312,-0.000957818,0.997257731397205
"CMAP_1023",10313,0.00510969,0.974203363658426
"CMAP_1023",10314,-0.0280997,0.80028755210397
"CMAP_1023",10316,0.00230643,0.989011364378886
"CMAP_1023",10317,-0.0600087,0.607691453010125
"CMAP_1023",10318,0.690473,0.0342761519168108
"CMAP_1023",10319,0.153196,0.308917479000313
"CMAP_1023",1032,-0.142402,0.346618888340982
"CMAP_1023",10320,0.0389351,0.725629215910631
"CMAP_1023",10321,0.0875695,0.328397659093226
"CMAP_1023",10322,-0.164789,0.168416142595142
"CMAP_1023",10324,0.0561225,0.602495983745672
"CMAP_1023",10325,-0.101459,0.500762702219083
"CMAP_1023",10327,0.325803,0.00423091761255383
"CMAP_1023",10328,-0.1208,0.342611298117275
"CMAP_1023",10329,0.0094954,0.949518256949157
"CMAP_1023",1033,-0.428424,0.0167909348964699
"CMAP_1023",10330,-0.243323,0.108837778749057
"CMAP_1023",10331,-0.128963,0.629066951980508
"CMAP_1023",10332,-0.0108554,0.919351381887242
"CMAP_1023",10333,0.021753,0.808809046130498
"CMAP_1023",10336,-0.131453,0.32541673406571
"CMAP_1023",10342,0.165837,0.129361741518521
"CMAP_1023",10343,-0.00118855,0.993398949515049
"CMAP_1023",10346,0.142173,0.253109762306871
"CMAP_1023",10347,-0.00305267,0.982376277914706
"CMAP_1023",10351,0.231443,0.023001034938758
"CMAP_1023",10352,-0.13846,0.56245554264418
"CMAP_1023",1036,0.00728509,0.937856064862169
"CMAP_1023",10360,0.110683,0.592389622674181
"CMAP_1023",10362,-0.151282,0.159310388277319
"CMAP_1023",10363,-0.242557,0.195799366511211
"CMAP_1023",10365,0.559474,0.193247099204328
"CMAP_1023",10367,0.401079,0.0270172949013418
"CMAP_1023",10368,-0.154927,0.105323052948387
"CMAP_1023",10369,0.0331765,0.828111072565275
"CMAP_1023",10370,0.8917,5.63483049663067e-06
"CMAP_1023",10371,0.143339,0.753252278592791
"CMAP_1023",10376,-0.017827,0.811899623542423
"CMAP_1023",10379,0.757647,0.0204472175260734
"CMAP_1023",1038,0.0614405,0.691043635773418
"CMAP_1023",10381,-0.171084,0.198488191718631
"CMAP_1023",10382,0.0540008,0.757984376938923
"CMAP_1023",10383,-0.637029,0.000155469608419457
"CMAP_1023",10384,0.177468,0.110766377341359
"CMAP_1023",10385,0.138437,0.620327408481524
"CMAP_1023",10388,0.044764,0.850650744319439
"CMAP_1023",10389,0.398187,0.322264502672025
"CMAP_1023",1039,0.316689,0.0135265325026962
"CMAP_1023",10390,0.165077,0.103383766357891
"CMAP_1023",10391,-0.100757,0.387374284719856
"CMAP_1023",103910,0.219026,0.237309672626035
"CMAP_1023",10392,-0.386612,0.0294290992678792
"CMAP_1023",10393,-0.116099,0.283059962093997
"CMAP_1023",10394,0.0534416,0.65488116162638
"CMAP_1023",10395,0.032416,0.875631224427191
"CMAP_1023",10396,0.148027,0.12268133596286
"CMAP_1023",10397,0.249918,0.503797691562074
"CMAP_1023",10398,-0.136653,0.821209357359688
"CMAP_1023",10399,-0.0859209,0.563721368655884
"CMAP_1023",104,-0.0180372,0.883012183057714
"CMAP_1023",1040,0.151232,0.330747857700389
"CMAP_1023",10400,-0.19569,0.167650407241843
"CMAP_1023",10401,-0.223709,0.30251010216763
"CMAP_1023",10402,0.344683,0.147197343528334
"CMAP_1023",10403,-0.265239,0.156879891554006
"CMAP_1023",10404,-0.0449768,0.8322554467453
"CMAP_1023",10406,-0.133506,0.588610586505293
"CMAP_1023",10407,0.108779,0.320452421395627
"CMAP_1023",10409,-0.0756834,0.676789031908313
"CMAP_1023",1041,0.0203895,0.80822887026221
"CMAP_1023",10411,0.00518812,0.967089938256725
"CMAP_1023",10413,0.36596,0.0401606029712391
"CMAP_1023",10417,0.0587699,0.6346415078419
"CMAP_1023",10418,0.0790958,0.379573556187724
"CMAP_1023",10419,-0.187859,0.0810208994414313
"CMAP_1023",10420,0.536571,0.00121266219777955
"CMAP_1023",10421,-0.166785,0.3115025481327
"CMAP_1023",10422,-0.0512911,0.737577545117063
"CMAP_1023",10423,-0.00144957,0.986258544669007
"CMAP_1023",10424,0.160591,0.186239749873191
"CMAP_1023",10425,-0.0355893,0.715933478942864
"CMAP_1023",10426,-0.102523,0.279639922921504
"CMAP_1023",10427,0.18352,0.078341987418252
"CMAP_1023",10428,0.134918,0.349126900084602
"CMAP_1023",1043,0.0714778,0.599328801628764
"CMAP_1023",10430,0.132922,0.209636192977689
"CMAP_1023",10431,-0.260686,0.0984754797405163
"CMAP_1023",10432,-0.426653,0.0880986462954807
"CMAP_1023",10434,-0.225528,0.0457707323242427
"CMAP_1023",10435,0.209436,0.437793831788309
"CMAP_1023",10436,-0.34652,0.0279773802877723
"CMAP_1023",10437,-0.0378615,0.816196995831443
"CMAP_1023",10438,-0.105754,0.555295814999938
"CMAP_1023",10439,0.485999,0.0142225508836458
"CMAP_1023",1044,-0.164025,0.165012609638418
"CMAP_1023",10440,-0.0394997,0.599501528691597
"CMAP_1023",10443,-0.0744902,0.493747080860702
"CMAP_1023",10444,-0.00883186,0.934275192523636
"CMAP_1023",10445,-0.511696,0.00124264775742894
"CMAP_1023",10446,-0.0816827,0.561193718216989
"CMAP_1023",10449,-0.0214082,0.852539442005644
"CMAP_1023",1045,0.0594427,0.605481021762788
"CMAP_1023",10450,-0.161853,0.0653249917400817
"CMAP_1023",10451,0.232432,0.0263457442130405
"CMAP_1023",10454,0.195048,0.293771453030521
"CMAP_1023",10455,-0.136287,0.152256852811197
"CMAP_1023",10456,0.0543611,0.618322056698422
"CMAP_1023",10457,0.0671573,0.545959453479806
"CMAP_1023",10458,0.050094,0.608273027566404
"CMAP_1023",1046,-0.0139185,0.906155500551858
"CMAP_1023",10460,-0.645888,7.63982852651447e-05
"CMAP_1023",10461,0.0608003,0.643992937322632
"CMAP_1023",10462,-0.110991,0.313436646383481
"CMAP_1023",10463,-0.0108145,0.899139916728907
"CMAP_1023",10464,0.0802136,0.739000559698522
"CMAP_1023",10465,0.0140959,0.941447092654503
"CMAP_1023",10466,-0.0186368,0.900987971993514
"CMAP_1023",10467,-0.19856,0.131832913601252
"CMAP_1023",10468,0.154695,0.360274234842182
"CMAP_1023",10469,-0.0509486,0.686167766999282
"CMAP_1023",1047,0.568734,0.0621657477473381
"CMAP_1023",10471,-0.138992,0.635030576326681
"CMAP_1023",10472,0.351656,0.126098226586683
"CMAP_1023",10473,0.131826,0.111243588331163
"CMAP_1023",10474,0.0753445,0.375384391384242
"CMAP_1023",10475,0.203208,0.120469116041132
"CMAP_1023",10478,-0.203239,0.0836169569265629
"CMAP_1023",10479,-0.0255308,0.890605584086633
"CMAP_1023",1048,0.0695526,0.717034202791566
"CMAP_1023",10480,-0.135601,0.397587376962474
"CMAP_1023",10481,-0.700002,0.251509235361704
"CMAP_1023",10482,0.294052,0.00511681513527065
"CMAP_1023",10483,0.0411278,0.627783945949406
"CMAP_1023",10484,0.0158154,0.872772375498762
"CMAP_1023",10485,-0.0259297,0.773958832158632
"CMAP_1023",10486,-0.0676901,0.568812764902553
"CMAP_1023",10487,-0.111987,0.358135058093217
"CMAP_1023",10488,0.148949,0.283478184537814
"CMAP_1023",10489,-0.139738,0.289111042789029
"CMAP_1023",10490,-0.136158,0.464293907111902
"CMAP_1023",10491,0.168022,0.294949307591757
"CMAP_1023",10492,-0.163598,0.471144008666612
"CMAP_1023",10493,0.28172,0.0563875635995925
"CMAP_1023",10494,-0.0399921,0.836542986079852
"CMAP_1023",10495,-0.0696075,0.362118563951996
"CMAP_1023",10497,0.00151151,0.990398608459051
"CMAP_1023",10498,0.025632,0.834573482232839
"CMAP_1023",10499,-0.0490713,0.710529540227193
"CMAP_1023",105,0.0470841,0.690731241587244
"CMAP_1023",1050,-0.119596,0.667492440079889
"CMAP_1023",10500,0.094161,0.467709281119406
"CMAP_1023",10501,0.14172,0.312622840813964
"CMAP_1023",10505,0.234091,0.0699660101545153
"CMAP_1023",10507,0.0025751,0.989258926873163
"CMAP_1023",1051,1.09775,0.000145339339909597
"CMAP_1023",10512,0.259483,0.273925139571178
"CMAP_1023",10513,0.151223,0.261081775250592
"CMAP_1023",10514,-0.38775,0.000428429678987869
"CMAP_1023",10516,-0.0636235,0.624565040794741
"CMAP_1023",10518,0.0344587,0.751270719414911
"CMAP_1023",10519,0.0208728,0.88195477349386
"CMAP_1023",1052,0.0168238,0.899883690339026
"CMAP_1023",10520,-0.0840077,0.711406035188064
"CMAP_1023",10521,-0.112899,0.359600650969165
"CMAP_1023",10522,0.0805336,0.595975513294929
"CMAP_1023",10523,-0.0245868,0.813707769181807
"CMAP_1023",10524,0.0492423,0.672462602377501
"CMAP_1023",10525,0.347977,0.00765247446672052
"CMAP_1023",10526,0.0309896,0.766767670122535
"CMAP_1023",10528,-0.770166,0.047332199631933
"CMAP_1023",10529,0.0121222,0.92809722911433
"CMAP_1023",1053,0.177051,0.273928537909435
"CMAP_1023",10531,-0.1176,0.28981093032957
"CMAP_1023",10533,-0.124034,0.256400145081821
"CMAP_1023",10534,-0.0766784,0.657134948179746
"CMAP_1023",10535,-0.238281,0.0279911567377942
"CMAP_1023",10536,0.0174858,0.884899808991909
"CMAP_1023",10537,-0.0481695,0.626844915689871
"CMAP_1023",10538,0.148703,0.535482407612489
"CMAP_1023",10539,0.0681983,0.725853866976365
"CMAP_1023",1054,1.31878,4.38661646737789e-05
"CMAP_1023",10540,0.0505075,0.659064464034286
"CMAP_1023",10541,0.112308,0.588869621806505
"CMAP_1023",10542,-0.135529,0.250424348072312
"CMAP_1023",10544,0.133844,0.417508659102795
"CMAP_1023",10548,-0.0743927,0.418970789521017
"CMAP_1023",10549,-0.123465,0.103197314228151
"CMAP_1023",10550,0.0310539,0.870680317044762
"CMAP_1023",10551,0.455507,0.518609536170964
"CMAP_1023",10552,-0.481014,0.0373828054832099
"CMAP_1023",10553,0.199141,0.0188002705944619
"CMAP_1023",10554,-0.168544,0.291704704526002
"CMAP_1023",10555,-0.0231859,0.7987016966571
"CMAP_1023",10556,-0.116958,0.206257532040342
"CMAP_1023",10557,-0.00764003,0.953858599814478
"CMAP_1023",10558,-0.0434621,0.717151251714706
"CMAP_1023",10559,-0.206504,0.370769056819284
"CMAP_1023",1056,-0.00534972,0.958935557334396
"CMAP_1023",10560,0.0675438,0.638498278273457
"CMAP_1023",10561,0.75048,0.0197682989919022
"CMAP_1023",10562,-0.0471112,0.664173522849373
"CMAP_1023",10563,0.272714,0.319437926243022
"CMAP_1023",10564,0.0353281,0.714877490548805
"CMAP_1023",10565,-0.0680476,0.653534516094467
"CMAP_1023",10566,0.00481177,0.962224916079113
"CMAP_1023",10567,0.126378,0.378733704767728
"CMAP_1023",10568,0.0687485,0.47228906952625
"CMAP_1023",1057,-0.212535,0.0463125907763278
"CMAP_1023",10570,0.0771297,0.668184543878263
"CMAP_1023",10572,-0.0261489,0.919781076088415
"CMAP_1023",10573,-0.152917,0.510963341511059
"CMAP_1023",10574,0.00294256,0.971267543342605
"CMAP_1023",10575,-0.116905,0.171865546544244
